{
{ -3.61107f, 7.24704f, -5.95797f, -8.22742f, 4.93646f, -9.14215f, 3.54904f, -4.61686f, -0.71594f, -15.54136f, -18.60984f, -0.49994f, -2.18490f, -4.45848f, 4.17302f, -8.04931f },
{ -12.57862f, 11.19548f, 15.81669f, 11.14171f, 18.06369f, -12.50865f, -6.27939f, -4.21266f, 2.14342f, -7.51049f, -18.61359f, 2.12324f, 8.44125f, -13.51704f, 7.43091f, 10.80104f },
{ 7.71189f, -10.25983f, 27.08095f, 8.18381f, 2.20522f, 0.78895f, 5.10306f, 12.55712f, -3.78419f, 3.57051f, -13.72448f, 19.38088f, -8.11760f, 8.03084f, 0.47423f, -7.78290f },
{ -2.61188f, 10.18668f, -3.26696f, -11.75664f, 2.02196f, -8.69028f, -15.72197f, -8.04896f, 8.85380f, -8.20714f, -0.09590f, -8.32272f, -0.95167f, 3.30160f, -6.11816f, -18.54592f },
{ -6.86707f, -10.46613f, 5.05258f, 0.80032f, 4.67004f, -7.92502f, 4.26961f, 18.63549f, 3.11725f, -1.74765f, -12.61041f, -7.04718f, -19.65772f, 0.34177f, 14.08129f, 5.24240f },
{ 1.33699f, -0.15486f, 21.54418f, -5.77394f, 1.04158f, 8.99097f, -5.21697f, 20.24837f, -12.61048f, -14.45931f, -11.88989f, -0.02472f, -2.40704f, -2.84433f, -10.25716f, 3.56755f },
{ -24.30074f, -4.60915f, 5.58145f, 3.72809f, -1.71389f, -17.53554f, -7.93228f, 17.01904f, 2.61187f, 14.59159f, 21.50312f, -6.13845f, 9.75768f, 6.38884f, -41.06191f, 6.88685f },
{ 12.08921f, 9.37708f, -6.55348f, 7.41762f, -5.10577f, -4.55421f, 10.23860f, 6.90947f, -6.33542f, 1.70919f, 3.27233f, 4.12140f, -5.54673f, 17.36477f, 6.36694f, 17.64568f },
{ -10.34821f, -6.50148f, 12.30856f, -13.45952f, -6.02750f, 20.58564f, 0.65520f, -10.94343f, 3.97146f, -9.66191f, -9.73601f, -4.55338f, 6.46205f, -6.47355f, -4.53676f, -14.65981f },
{ 7.90100f, 6.31356f, -9.22699f, 3.14850f, -0.96275f, 10.98696f, -2.40946f, 6.46333f, -16.95840f, -4.29886f, -9.85915f, 24.64085f, 11.30684f, 14.97562f, 6.25640f, 0.48059f },
{ -2.23052f, -4.23687f, -5.91686f, -10.93912f, 9.84819f, -4.82369f, 1.47626f, -11.28477f, -4.56286f, 2.50725f, -12.01905f, 1.58375f, -9.50735f, 0.20381f, 5.35799f, 6.64052f },
{ 2.53229f, 2.92304f, -12.11062f, 3.13622f, -18.25664f, 7.50160f, -3.80076f, -7.04761f, -7.57727f, 5.26062f, 1.20240f, 9.98526f, -0.25485f, 16.08045f, 16.67337f, 18.32116f },
{ -6.78544f, 20.59675f, -8.19177f, -1.84830f, 26.05416f, 2.93663f, 10.51006f, -13.96484f, -4.07366f, 8.50076f, -10.89025f, 1.51654f, 2.97010f, 0.15629f, -6.96364f, 9.18288f },
{ 1.12229f, 4.99681f, 3.91078f, -13.57289f, -22.90094f, 12.64299f, -7.32586f, 5.92262f, 2.53537f, -4.28038f, 8.09760f, -2.67579f, -2.78583f, 16.13367f, -2.65233f, 1.63994f },
{ 7.58362f, -5.44078f, -14.69555f, -4.69908f, 0.92459f, 7.98459f, 1.13803f, -3.97335f, -3.51233f, 16.54106f, -0.26407f, -15.88722f, -7.00178f, -17.63719f, -10.14686f, 2.76263f },
{ 2.20148f, -10.14674f, -0.52715f, 11.57381f, 6.36719f, 15.67464f, -21.52418f, 1.87637f, 9.49588f, -9.20820f, -4.99842f, -25.54447f, -14.78611f, -3.23551f, 17.39978f, 10.89645f },
{ 10.58967f, -9.00910f, 1.97386f, -31.85259f, -3.47199f, 8.28646f, -22.75376f, 6.09286f, -24.54276f, -9.96542f, 1.04049f, -17.79863f, -4.80733f, 12.24826f, 19.92981f, 1.51396f },
{ -6.04360f, -7.11541f, -10.32562f, 6.88107f, 13.06865f, -3.64359f, 10.58122f, -8.81953f, 5.40059f, 13.94318f, -6.80727f, -7.72366f, -3.15221f, -9.94356f, 7.92804f, 6.68957f },
{ 4.12182f, 19.71629f, 16.94839f, -6.02908f, -10.25143f, -8.59689f, -14.48915f, -0.18189f, 7.05128f, 8.91606f, 0.68287f, 9.61269f, -6.80602f, 13.43284f, -25.39326f, 6.60393f },
{ 27.83538f, 7.52853f, -1.68593f, 0.75668f, 24.55563f, -9.80778f, -0.58254f, 6.89128f, -15.82769f, -3.31755f, 17.46400f, -0.48027f, -17.65087f, 0.96414f, 4.89737f, 5.16450f },
{ 0.30989f, 6.13987f, -2.74438f, 8.30329f, 13.05559f, -1.99155f, -1.29110f, -6.48338f, -11.41207f, 20.87595f, 4.98640f, 10.34164f, -5.40864f, -1.92609f, 19.85194f, -5.42971f },
{ -8.38742f, 3.14287f, -0.08115f, -6.80203f, 20.27301f, 14.61681f, 11.05098f, 7.16514f, -0.02612f, 0.01898f, -4.97908f, -1.27600f, -0.94285f, -21.06740f, -15.41196f, -6.83587f },
{ -18.77192f, -13.85232f, 1.28409f, 9.32245f, 16.24870f, -7.60271f, -10.44336f, 2.71919f, -0.57363f, -7.04804f, 14.61736f, -11.21447f, -5.09749f, -11.63192f, 0.02326f, 3.89450f },
{ 0.04254f, -2.81448f, -1.67824f, 4.37453f, 7.31458f, 13.23684f, 3.71071f, -17.70247f, -2.26660f, 11.35680f, 1.68706f, -0.19616f, -10.99075f, 15.11133f, 16.84331f, 1.70449f },
{ -1.66454f, -4.18767f, -11.55645f, -4.74170f, -4.64328f, 12.03029f, 11.30052f, -2.69043f, 14.31379f, 3.28655f, 2.85052f, 12.36666f, 2.01066f, -5.15579f, -17.24174f, -19.11650f },
{ 7.78181f, 10.85108f, -19.06375f, -2.84664f, -10.72944f, 9.35207f, 13.81337f, 12.88073f, 5.06351f, -1.39555f, -11.57812f, -8.34675f, 1.26826f, 18.11604f, -4.13515f, 14.50792f },
{ -18.12220f, -4.44038f, 7.28632f, 0.95987f, -20.32884f, 0.88806f, 9.34027f, 8.37887f, -7.98729f, 13.30723f, -22.59206f, -12.20876f, -4.49312f, -3.26039f, 7.01770f, -4.41495f },
{ -31.10241f, -7.67677f, -5.88819f, -4.91956f, 2.66002f, -6.12473f, 7.18711f, -9.37288f, -1.28163f, 2.14359f, 7.00493f, 4.96101f, 10.47429f, -13.97458f, -6.04299f, -2.52238f },
{ 10.01966f, 0.19257f, -10.31695f, -8.97978f, -12.95665f, -11.29342f, 2.13523f, -2.45174f, 9.15140f, 10.95660f, -0.38250f, -5.29942f, -4.17334f, 7.76527f, -4.88956f, -9.65004f },
{ 0.89139f, -10.62888f, -17.56308f, -10.58786f, 4.00924f, -9.37659f, -5.28734f, -0.84363f, -12.27061f, -0.00536f, 1.31673f, -6.54528f, 6.99645f, 3.77744f, -6.88390f, 7.49329f },
{ -10.44869f, 1.15191f, 9.96915f, -7.30854f, 16.13792f, 0.30682f, 3.23305f, -4.53993f, 2.71839f, -15.11545f, 9.43604f, 0.16798f, -7.23139f, 2.34783f, -17.56768f, -20.66208f },
{ -14.95421f, 12.24331f, -1.73774f, 12.72620f, 0.18640f, -9.37660f, -7.57902f, -5.44372f, -0.94039f, -13.75499f, -3.61191f, -3.64650f, -1.96263f, -5.49715f, 15.65571f, -7.89520f },
{ -14.25708f, 18.02134f, 20.29978f, 1.79641f, -13.34948f, -6.59598f, 14.13898f, -0.89570f, 18.95438f, -3.23361f, -5.25197f, 18.95437f, 3.93355f, 0.86719f, -15.14611f, 8.43711f },
{ -5.03161f, 0.63902f, -10.88702f, 1.86827f, 0.29828f, 6.97861f, 17.04781f, -1.36003f, 16.05172f, 12.88179f, -1.84734f, -3.86529f, -1.49758f, -11.71231f, 18.70108f, -17.61552f },
{ 14.84011f, 27.83087f, 2.87309f, -5.11472f, 6.85819f, -3.09332f, 4.17607f, 11.04561f, 2.70033f, -6.76974f, -1.59408f, 10.23871f, -8.10407f, 7.81627f, -8.40388f, -16.11492f },
{ 3.50645f, -13.49155f, -16.86859f, -23.51199f, 6.82864f, -3.61393f, 2.55087f, -18.63847f, 11.00444f, -3.95269f, 0.44348f, -13.95654f, -10.92045f, -9.72975f, -17.84512f, -2.84632f },
{ -5.72892f, 2.60488f, -10.53350f, 3.40009f, 9.59799f, -0.09473f, 10.07209f, 8.41629f, -9.58424f, -4.03795f, -15.39733f, -8.34966f, -4.48708f, -10.16125f, -10.32366f, 1.03952f },
{ 4.65704f, -6.35254f, -9.66968f, -14.39321f, 0.43166f, 9.99638f, 4.60854f, 2.38835f, 9.97728f, 9.45203f, 9.99296f, 8.87266f, -0.55498f, 3.27331f, -13.25461f, -4.33362f },
{ -12.40273f, -5.00838f, -1.38721f, -2.98295f, -2.98961f, -15.90775f, -4.14795f, -0.34938f, -13.18809f, 2.76231f, -8.25933f, -3.00458f, 5.49904f, 2.26481f, -21.93082f, -11.73751f },
{ -10.45688f, -5.22668f, -18.89253f, -19.78689f, 0.29771f, 1.31198f, -12.54260f, 2.11765f, -0.03589f, -3.98004f, 15.85726f, -17.66053f, 8.17022f, 4.90461f, 17.93109f, 7.70578f },
{ 0.40516f, 3.50838f, 0.68987f, -6.24994f, -24.39680f, -3.68935f, -15.35446f, -2.73195f, -9.07320f, 9.64303f, -4.53577f, -10.53495f, -9.09890f, -0.91180f, -15.30592f, -0.26941f },
{ -29.48506f, -9.41646f, 7.87934f, -18.81868f, -9.10139f, 1.70773f, 10.22891f, 0.02232f, 8.56543f, -12.93612f, 4.73133f, -0.33584f, 1.87884f, 11.08277f, -13.56461f, -7.58457f },
{ -0.37583f, -23.12937f, 1.76408f, -4.33061f, -8.75874f, 2.88486f, 10.53504f, 13.72518f, -15.13560f, -10.42709f, -0.16579f, -4.84061f, 15.27273f, -7.90284f, 4.58228f, -11.68801f },
{ -2.39181f, -10.71567f, -10.05631f, 11.63554f, -14.00316f, -7.64231f, 7.82979f, -4.77333f, 8.52791f, 8.26190f, 5.75296f, -3.92562f, -4.80937f, 3.12939f, 3.31893f, 2.71174f },
{ 12.13740f, -9.58388f, -17.59450f, -16.92494f, -11.42879f, -3.39998f, -2.30493f, -0.91722f, -16.27889f, 1.81495f, -12.96337f, -8.89685f, 10.82529f, 0.79891f, -2.36397f, -0.39826f },
{ -10.45893f, -14.98059f, 14.54880f, -7.98313f, -6.95704f, -10.20350f, -2.74413f, -6.90914f, -7.35353f, -8.99576f, -8.50190f, 3.96735f, -1.25647f, 14.00577f, -17.84533f, 21.61251f },
{ 12.70244f, -0.83254f, 7.09047f, -0.75442f, 0.46581f, 3.35448f, -10.09191f, 10.80291f, -0.25844f, -0.59676f, 14.15617f, -11.61498f, -7.83281f, -7.36364f, -10.03130f, -0.99726f },
{ 4.99426f, 9.40940f, 5.25233f, 7.75245f, -11.32689f, -0.38912f, 0.80090f, 12.77777f, -8.73411f, 1.15431f, 10.44862f, -25.41010f, 6.42333f, 14.49109f, -4.16879f, -20.77084f },
{ 18.34768f, 3.09966f, 8.47872f, -12.37113f, -5.63102f, -4.92392f, 9.16246f, 10.33370f, -3.05568f, -11.67574f, 1.44502f, 0.46378f, 3.17931f, 4.76437f, -10.54745f, -11.67670f },
{ 13.15464f, -4.10086f, 10.81282f, 5.46153f, -7.78302f, 2.06745f, 0.41907f, 3.90817f, 8.24229f, 2.40291f, -17.26431f, -12.95305f, -16.47273f, -7.15589f, 13.43874f, 12.58719f },
{ 8.91771f, 0.70353f, -11.03608f, -20.60134f, 1.49002f, 12.27050f, 8.66828f, 12.45310f, -15.19677f, 7.31883f, 0.71076f, -7.27067f, -0.33671f, 10.98192f, 27.51407f, 18.81024f },
{ 3.50617f, 2.83659f, 5.58936f, -5.50898f, 5.11828f, -13.72830f, -6.69805f, 4.57531f, 0.69536f, -10.16001f, -12.91916f, 12.77777f, 9.56027f, 16.08748f, 18.73761f, 4.88185f },
{ 1.26101f, 9.43112f, -0.84233f, -2.59546f, 7.98028f, 6.74696f, 25.52455f, -9.35815f, -6.17184f, 3.58614f, 3.09266f, 1.89703f, -16.74647f, -3.76267f, 12.50557f, -10.58576f },
{ -2.96484f, -0.09091f, -0.09757f, -14.75675f, 2.25593f, 14.89863f, -9.51139f, -5.57938f, 1.39087f, 12.74927f, -0.74799f, -11.87491f, 3.98746f, 0.40769f, 8.24139f, 1.51670f },
{ 6.06051f, -0.43639f, -10.55563f, -9.20822f, 8.52104f, -10.82055f, 1.27703f, 7.62715f, 1.97982f, 5.39584f, 15.82194f, -4.81247f, -2.09326f, -0.97193f, -5.55144f, 3.24968f },
{ -6.33588f, -12.60279f, 20.15452f, -7.48521f, 10.53746f, -2.88686f, 8.54671f, 16.30136f, -0.23887f, -2.03595f, 4.86499f, 4.79390f, 1.78355f, -9.30676f, -2.55431f, -18.87478f },
{ -4.51868f, -2.86128f, -7.51513f, 1.57228f, -8.01504f, 22.16416f, -1.66691f, -4.45927f, 4.72938f, 12.32252f, -0.18474f, -14.77302f, 11.80789f, -11.69769f, -10.22978f, 14.57913f },
{ 1.17476f, 0.70387f, -7.42741f, 0.90616f, -18.78876f, -1.72709f, 6.59791f, 5.44406f, 21.10256f, -6.84397f, 8.19155f, -12.24340f, -12.25691f, 0.15561f, -15.14813f, -8.00857f },
{ -4.50019f, -11.19481f, -7.35402f, 3.00362f, -5.98069f, -2.25918f, 8.80113f, -6.46767f, -3.92615f, -6.47366f, 18.37327f, -12.80639f, -5.15281f, -14.35367f, -10.26884f, -1.50661f },
{ 18.40822f, 1.04786f, 1.85790f, -9.63352f, -4.68527f, 6.87928f, -7.49034f, 1.63310f, -11.14979f, -4.06359f, -8.69656f, 10.66460f, -16.21098f, -5.51933f, 9.93786f, -9.76330f },
{ 4.73057f, -11.47975f, 13.38416f, -9.60850f, -8.41780f, -3.65642f, 4.18117f, -13.10865f, -6.68742f, 20.30392f, 38.58332f, -4.75981f, -4.30388f, 0.89168f, 4.19157f, -1.51647f },
{ -7.23853f, 3.79778f, 2.65193f, 1.72259f, 4.64892f, -13.04859f, 11.89721f, 6.50956f, -10.68530f, -1.70877f, 2.56764f, 2.46929f, -11.68116f, -5.41128f, 3.60716f, 3.91916f },
{ -7.92032f, 8.31665f, 0.99988f, 20.00907f, 8.26447f, -0.51986f, -4.76127f, -11.79741f, -4.98507f, 6.23950f, 5.78653f, -19.92430f, 7.55915f, -1.59441f, -3.38180f, 2.12138f },
{ -8.60239f, 0.78616f, -13.02767f, -9.11303f, -5.98893f, -12.45341f, -1.05956f, 4.13013f, 7.63947f, -4.76086f, -7.21952f, -3.64741f, 11.62597f, 8.19120f, -0.63157f, 7.54720f },
{ -4.80944f, -0.39773f, -0.92119f, -8.24262f, 0.89257f, 7.43859f, -13.78217f, -10.06963f, -7.82836f, 0.89903f, 15.75799f, -10.47629f, 3.04629f, -3.79590f, -11.71660f, -2.52564f },
{ 4.82439f, -0.08535f, 0.81840f, 22.66960f, 1.74942f, 0.03852f, 2.87534f, -8.02079f, 9.03503f, 6.93928f, -15.60030f, -3.68931f, -17.86516f, -13.52385f, 16.35273f, 0.20346f },
{ -4.25575f, -11.92843f, -16.83366f, -0.37206f, 6.35136f, 23.19393f, 6.16104f, -7.24802f, 1.64836f, 9.00518f, -4.09336f, 0.14027f, 1.67900f, 10.53098f, -7.86247f, 10.15969f },
{ -11.78357f, 5.80210f, -10.47782f, -17.80390f, -8.98554f, -12.68989f, 0.21065f, 23.81548f, 21.59182f, 14.29078f, 1.32756f, 17.77979f, 3.68151f, -12.69828f, 19.76714f, -13.40295f },
{ -5.65082f, -4.05540f, 2.67308f, -1.69929f, 6.41798f, -13.15544f, 7.84484f, -12.51120f, 14.92594f, -7.47621f, -5.28523f, 2.91862f, -11.44841f, -3.57964f, 6.67252f, -4.77084f },
{ 16.77886f, 11.04551f, -6.23885f, -9.36883f, -1.81572f, 5.38361f, -15.40041f, 4.32612f, -0.93353f, 1.60606f, -2.51706f, -16.74003f, -8.70037f, -4.78837f, 11.56640f, -7.45132f },
{ 1.97346f, -8.18830f, 1.91636f, -13.38407f, 9.58733f, -5.88606f, -4.29582f, -8.29346f, -4.76690f, -11.34851f, -0.44311f, -6.87683f, 8.41028f, 1.02587f, 7.85007f, 13.18259f },
{ 15.07945f, 4.36070f, -6.75033f, -13.72017f, -25.02139f, 4.77676f, -5.58840f, -25.95540f, 13.28594f, 17.90246f, 3.34049f, 5.74046f, -2.33757f, 3.54110f, -9.24715f, -9.97814f },
{ -0.58679f, 9.85777f, 3.37109f, -3.30435f, 10.46634f, -6.09020f, 1.55422f, -3.77322f, 0.03413f, -6.46644f, 0.77058f, 14.05911f, 2.37914f, -11.85822f, 9.64060f, 2.91782f },
{ 2.71228f, -0.61606f, 3.81252f, 7.69380f, -5.77817f, 9.13437f, -0.99064f, -2.54971f, -5.48532f, -5.43191f, 10.51964f, -8.02865f, 1.79989f, 3.01377f, -8.12339f, 4.15000f },
{ -11.55097f, 5.02435f, 12.50082f, 7.96168f, -6.36423f, 3.89758f, -2.38108f, -3.16461f, 16.52602f, -3.30173f, -2.68699f, 11.44786f, -3.07568f, 2.11771f, 5.07399f, 15.74747f },
{ 6.01709f, -12.64659f, 10.96936f, 15.78982f, -0.77077f, 7.21397f, 10.65356f, 7.46521f, 1.03070f, -8.19593f, -0.86752f, -0.07483f, 11.54074f, 4.63373f, 4.12247f, 14.00465f },
{ -9.54649f, 5.35362f, -3.24748f, -10.51744f, -11.93741f, 4.21561f, 5.73626f, 5.75488f, 10.66380f, 5.34845f, -5.14595f, 6.99685f, -7.15592f, -1.42228f, -0.67191f, 12.53910f },
{ -8.69878f, 5.04039f, -3.96526f, -1.30603f, -6.26694f, -1.31743f, 1.04502f, 7.26170f, 5.17673f, 7.17827f, -3.28920f, -12.71370f, -5.31720f, -18.05088f, -9.84757f, 7.15773f },
{ -4.33883f, -6.70128f, 6.61421f, -1.19587f, -7.96263f, 9.33771f, -9.06591f, 2.93717f, -1.24192f, -8.25729f, -7.75877f, -1.29016f, 30.36780f, 22.53697f, -7.96014f, 15.16031f },
{ 23.32114f, -4.91579f, 18.61245f, 8.97978f, -14.44602f, 6.57730f, 0.95266f, -11.42560f, 12.20393f, -1.55349f, 5.58971f, 19.99213f, -14.61994f, -10.08172f, -0.15922f, 5.14359f },
{ -7.52574f, -6.51498f, 3.27077f, -3.25374f, 11.21417f, 26.92036f, 1.98128f, 14.62936f, 1.22093f, 3.06509f, 15.69497f, 1.75445f, 9.52302f, -9.47968f, 4.94707f, -19.88245f },
{ -19.48033f, 4.02706f, 2.87075f, 7.83906f, -16.34671f, -7.07003f, 11.06987f, -8.10930f, -11.64982f, 5.30167f, -22.95104f, -4.86448f, -1.77311f, 9.80186f, 9.04793f, 1.16685f },
{ -19.95643f, -17.46302f, -3.43449f, 3.61525f, 5.55801f, 2.23497f, 3.21966f, 0.64649f, 3.26067f, 16.12501f, -7.97885f, 2.69402f, -8.73770f, -10.82965f, -4.02094f, 18.97573f },
{ -11.43789f, -18.46742f, 26.94064f, -7.36240f, 12.14579f, -7.80380f, 10.68276f, -6.86322f, 5.01681f, -2.83323f, -10.09920f, 16.32926f, 19.80451f, 2.15646f, 6.34598f, 3.72782f },
{ -4.45704f, 3.27105f, -4.80297f, -6.16656f, -27.43941f, -0.61131f, -0.34332f, -0.40997f, -5.10249f, -7.57122f, 2.80186f, 15.38328f, -5.86379f, 18.93512f, -1.18432f, -9.56693f },
{ 11.75997f, -3.30794f, -1.14229f, 6.01247f, 3.31117f, -10.02948f, -8.81459f, 1.12736f, 3.23626f, -2.40498f, 8.46429f, -10.61733f, 11.79258f, 3.39397f, -8.22151f, -2.39597f },
{ -10.11933f, 3.61539f, -13.98252f, -3.12046f, 2.89712f, 10.72972f, 1.09984f, 25.68558f, -2.41503f, 6.79210f, 9.41993f, -1.50301f, -5.28407f, -3.10603f, -7.17456f, 11.09027f },
{ -2.62015f, -12.84110f, -2.26952f, 13.66005f, -2.98074f, -2.53268f, 6.20962f, -8.23193f, -5.25079f, 8.42195f, -10.72953f, -13.59978f, -13.27640f, -6.06432f, -12.54510f, 1.31871f },
{ -8.08005f, -0.53168f, -20.78843f, -11.19100f, 5.83029f, 8.31698f, -0.96561f, 10.02972f, 4.95890f, 16.25948f, -5.17982f, 4.43925f, 12.95726f, 9.43220f, -12.06092f, -10.76196f },
{ -7.86624f, 6.34521f, 8.39409f, 3.62656f, 4.91120f, -6.07682f, -4.42023f, -18.64787f, 24.80987f, 6.46170f, 3.39068f, 1.39434f, 21.64451f, 2.81310f, 7.12493f, -11.54285f },
{ -7.69566f, 3.70275f, -6.12881f, 7.53427f, 14.55548f, -15.84904f, -7.58796f, -22.53394f, -6.72896f, -5.06858f, 0.14001f, 32.69991f, -6.57683f, 3.13215f, -0.57762f, -6.69137f },
{ 9.84345f, 14.69160f, -8.16069f, 10.43175f, 1.87986f, -0.06813f, 1.95467f, -12.27852f, -15.02270f, -6.94740f, 23.17444f, -11.09869f, -4.86569f, 6.08049f, -13.83811f, -28.69181f },
{ 8.97262f, -7.68548f, 0.94401f, -10.94900f, -1.58526f, 0.98187f, -9.76467f, 12.74755f, 6.46386f, 15.20261f, 2.88019f, -4.37544f, -8.28449f, 1.08357f, -8.21929f, 10.15320f },
{ 4.00305f, -22.78828f, -0.54632f, 4.36074f, -25.30018f, 12.99482f, 8.82853f, -10.37920f, 4.89465f, -16.35657f, 6.05485f, 3.89939f, 11.98084f, -1.60766f, -6.30351f, -14.50585f },
{ -3.28854f, -10.72838f, 4.78359f, 10.39973f, -8.87434f, -6.68748f, -10.30791f, -2.49305f, 2.43073f, 1.25323f, 18.14062f, 11.56106f, 15.10358f, -5.04624f, 0.39439f, -4.61532f },
{ -6.14250f, 1.95960f, 1.05832f, -4.64757f, 14.44316f, -12.26859f, 10.34485f, 0.29315f, 11.55006f, 5.32482f, -1.74752f, 2.21294f, 4.62314f, 6.61183f, 4.49790f, 1.94742f },
{ -2.08184f, 9.84388f, 3.36309f, -12.66978f, -5.56965f, -7.11770f, 6.30904f, -3.23207f, 14.37658f, 19.17760f, 2.31048f, -7.98712f, 9.72160f, -19.83646f, -4.65534f, 11.29734f },
{ 9.29459f, -15.04426f, 4.53823f, -4.04409f, 5.53503f, 8.47901f, 9.21615f, -6.42829f, 6.45000f, 10.83728f, 1.76265f, -11.97136f, -16.71198f, -10.08569f, 5.51954f, 4.61519f },
{ 7.27574f, 5.14862f, -8.05385f, 7.06125f, 2.53626f, -5.18801f, 10.38963f, 4.38257f, 2.08355f, -14.38001f, -5.93390f, 14.56226f, -18.83580f, 4.47455f, -0.67439f, -7.58996f },
{ -19.28304f, -20.21128f, 8.17565f, -12.49912f, -7.37464f, 6.11262f, 18.51977f, 16.08321f, 14.05783f, 7.67090f, 7.57945f, 4.19781f, 4.35515f, 2.35116f, 3.29444f, -6.13365f },
{ -2.14078f, -2.77843f, 10.27714f, 9.44547f, 3.23363f, -30.17793f, 1.37874f, 10.10070f, -4.02399f, -4.18780f, 6.60231f, 11.26429f, 18.50543f, 10.64904f, 0.59765f, -8.86957f },
{ 9.40406f, 1.30066f, 5.66595f, 9.68508f, -7.51331f, 4.71774f, 5.01162f, 0.04836f, 10.94725f, 5.78610f, -14.87304f, -6.57848f, -14.37611f, 4.35805f, -7.12146f, 18.51405f },
{ 9.54582f, -19.25395f, 16.26853f, 9.38081f, 8.96707f, 12.39635f, -19.20028f, 8.29947f, 0.85925f, 5.85681f, -10.77076f, -1.05909f, -13.75240f, 12.83432f, 0.09166f, -15.96575f },
{ -10.17517f, -10.75048f, -9.85051f, -0.01602f, -6.34093f, -3.46261f, 4.34645f, 20.74862f, 2.23178f, 1.02879f, 7.24418f, 12.77719f, -3.20522f, -7.59618f, 9.93248f, -8.62118f },
{ 19.65273f, -8.01120f, 9.20294f, 5.93387f, 19.87821f, -2.22636f, -21.59246f, 0.51866f, -11.64368f, 6.91513f, 18.66067f, 6.11896f, -0.20455f, -7.01662f, -8.16172f, -8.69587f },
{ -4.95542f, 16.45279f, -2.74692f, 15.50968f, -11.36212f, -10.67411f, 3.51496f, -3.93121f, 0.45471f, 16.22389f, 3.34997f, 6.67932f, -16.23641f, -5.79771f, -0.49930f, 4.69765f },
{ -1.60406f, -8.25292f, -16.64662f, -3.47449f, -25.51917f, 16.87737f, 2.72129f, 0.40495f, -0.94802f, -12.45849f, -12.53590f, 2.97522f, -3.53007f, 5.61813f, 4.53354f, 4.56033f },
{ -1.54259f, 5.44687f, 15.04410f, -5.99813f, 17.51297f, -1.46541f, 5.75874f, -4.47401f, -2.56807f, 8.18922f, -3.35102f, -8.13028f, 0.29381f, 3.86648f, 5.03842f, -3.38252f },
{ 2.51300f, 10.79792f, 11.64666f, -10.11279f, -7.35452f, 5.13708f, -1.94626f, 1.37718f, -11.87728f, -2.43981f, -10.62124f, -0.74433f, 4.91057f, -11.91222f, -12.02546f, -6.42902f },
{ 1.01202f, -4.50139f, 12.82469f, 5.32553f, 1.69999f, 11.25945f, -5.28514f, -2.74045f, -20.71909f, 7.48686f, 11.24857f, 5.14320f, -1.38712f, -0.54866f, 4.50465f, -0.52056f },
{ 9.09713f, 5.33778f, -6.14095f, -5.87136f, 0.07358f, -2.62325f, -2.85291f, -7.85274f, -0.58918f, 3.92457f, -11.15459f, -1.27551f, 4.82574f, -4.68953f, -1.02728f, 1.77727f },
{ -0.74622f, 8.58760f, 3.21379f, 11.99536f, 15.68879f, -5.23912f, 0.80546f, -7.89762f, -21.50497f, -4.49847f, 3.56471f, 3.95853f, 1.90222f, -4.19880f, -9.68547f, 12.57809f },
{ -1.32111f, 1.87825f, 2.95008f, 12.76375f, -17.48582f, 1.01120f, -7.95120f, 3.25256f, -5.26314f, -10.28253f, -7.27537f, -3.22290f, -7.62246f, 6.86666f, 11.79646f, 3.35252f },
{ 3.86223f, 8.66969f, -9.96762f, 1.54155f, 5.44124f, -8.30764f, -0.56560f, -5.38686f, 3.54830f, -26.35517f, 13.69269f, -4.00229f, 9.70592f, 5.62220f, -9.93654f, 4.59297f },
{ 3.74788f, -8.98069f, -8.37266f, -3.23968f, 23.18619f, 9.82534f, 0.32514f, -13.15146f, -2.88023f, -12.45616f, -0.34788f, -0.81866f, -2.28713f, -7.43086f, -6.13455f, -10.49263f },
{ -9.25179f, 3.03141f, -7.04117f, 12.90105f, 11.59289f, -8.72028f, 5.63909f, -2.53320f, 0.44890f, -21.28545f, -5.35907f, -3.28938f, -4.36394f, -11.72168f, -6.93012f, 9.51511f },
{ 6.18770f, 3.45559f, -1.70108f, -10.04495f, 4.44314f, -5.92315f, 4.54055f, -1.55874f, 0.96433f, 8.15249f, 5.77846f, 2.80033f, 8.71396f, -3.51420f, -5.94975f, -1.64540f },
{ -8.46758f, 3.47996f, -16.17475f, -7.53297f, 17.52069f, -23.77761f, 0.44042f, 7.16422f, -6.16274f, -16.18754f, -5.16925f, -8.67176f, 5.51542f, 9.91365f, 1.54958f, 9.83019f },
{ -11.59231f, -3.37519f, -2.60457f, -3.88920f, -1.87167f, 4.02441f, -1.28456f, -2.56543f, 1.60944f, 11.03135f, 1.53811f, 11.37016f, 10.83050f, -4.63787f, -16.22954f, 8.26311f },
{ -1.66577f, -1.40489f, -2.87277f, 8.38825f, -7.77635f, -16.14112f, -1.53701f, 15.49655f, 7.04336f, 23.48246f, 2.72808f, 5.67249f, 1.43103f, 6.32552f, -17.62181f, 4.52869f },
{ 7.02633f, 4.06233f, 10.28436f, -14.60246f, 6.72666f, -9.94930f, -14.11311f, 2.70844f, -5.13456f, 10.09217f, 11.94180f, -4.68926f, 0.88736f, -11.00653f, 3.98861f, -0.99809f },
