{
{ 0.08144f, -0.76467f, 0.16752f, 1.75935f, -1.41071f, -1.34018f, 0.90333f, 1.01198f, -1.29336f, -0.10368f, 2.27721f, 0.09245f, 0.25523f, 1.51169f, -0.95130f, 0.06777f },
{ 0.72354f, 0.92178f, 0.87408f, 0.24075f, 0.16601f, 0.35798f, -0.03700f, -0.71840f, 2.05541f, 1.04908f, 1.32852f, -0.14277f, 1.54919f, -0.79437f, 0.95506f, 1.00671f },
{ 0.65068f, 0.45226f, 0.29391f, 0.66080f, 0.29222f, -1.00739f, 0.92830f, -0.51539f, -0.17248f, -1.75914f, 1.02050f, -0.35627f, -1.47647f, -0.51002f, 0.63211f, 0.69020f },
{ 0.39587f, -0.75453f, 0.09345f, -1.35995f, 0.04455f, 1.31374f, -0.78378f, -0.00149f, -0.30060f, 1.13927f, -1.10801f, 0.71227f, 0.63586f, -0.18793f, 1.74052f, 0.12337f },
{ -1.35726f, 0.44330f, -0.08063f, -1.11138f, 0.51874f, -0.38445f, 0.39196f, -1.42353f, -0.23423f, 1.02694f, 1.35558f, -0.13173f, -1.42366f, 0.52066f, 0.05994f, -0.06973f },
{ -0.79682f, 0.47188f, 0.41168f, -0.86572f, 1.61190f, 0.71686f, 1.07048f, 0.56532f, 0.55680f, 0.33867f, 0.04358f, -0.43917f, 0.07628f, -1.03015f, 1.32743f, 1.30595f },
{ 0.50612f, 1.38861f, 0.55798f, -0.68429f, 0.90621f, -1.47101f, 0.13967f, 1.65908f, 1.29733f, 0.37321f, -1.62712f, 0.51078f, -0.76353f, 1.13685f, 0.59833f, -1.29506f },
{ 1.14148f, -1.14247f, 0.90303f, -0.23130f, -0.94246f, 1.51745f, 0.96678f, 0.32905f, 1.21276f, -2.19048f, 0.40181f, -1.29217f, 0.35355f, 1.42135f, -1.22514f, 1.36000f },
{ 1.28147f, -0.96034f, 1.65686f, 0.64714f, -0.33111f, -0.04879f, 1.10090f, 0.34634f, -0.87690f, 0.80963f, 1.32472f, -0.47830f, -1.04180f, -0.67877f, -1.56693f, 0.56117f },
{ 1.54678f, -0.62009f, -0.05462f, -2.05123f, 0.70254f, 0.13743f, -0.73045f, 2.26524f, -0.44817f, -0.28802f, 0.21525f, -0.55696f, -0.17685f, -0.98999f, 0.29849f, -1.68838f },
{ -0.53987f, -0.16685f, 1.15780f, 0.16532f, 1.82451f, 0.83121f, 0.94051f, -1.16012f, -0.39365f, -1.80931f, 0.48020f, 0.90354f, -0.04193f, 1.16928f, -0.21857f, 1.91758f },
{ 1.10138f, -1.98412f, -0.56949f, -1.24751f, 0.28579f, 0.50445f, 1.67828f, 0.66275f, -0.24667f, 0.90041f, -0.57024f, -0.73382f, 2.57302f, -2.09864f, -0.59497f, -1.00624f },
{ 0.72479f, -0.75519f, -1.86753f, -1.64639f, 0.62445f, -1.14407f, -0.85553f, -1.39307f, -0.19129f, 0.27851f, 0.40663f, 0.96563f, -0.72326f, -0.87694f, -1.85577f, 0.98183f },
{ -0.01783f, -0.40560f, -1.34325f, -0.97168f, -0.41000f, -0.05692f, 1.14788f, 0.42474f, 1.08755f, -0.24146f, -0.35852f, 0.63021f, 1.05517f, 0.71244f, -0.53720f, 1.60215f },
{ -0.03949f, -0.58590f, -0.33315f, -1.02647f, -2.03498f, 0.98505f, 0.07611f, -1.49887f, -0.42658f, 1.80113f, 0.74448f, 0.30828f, 1.04329f, -2.12202f, -0.40647f, 0.56721f },
{ 1.30444f, -0.41961f, 1.36102f, 0.57463f, -0.90230f, -0.17316f, -0.50468f, 0.08653f, 1.53656f, -0.03544f, -0.80836f, 1.04336f, 0.70850f, 1.17997f, -1.83384f, -0.06994f },
{ 0.73557f, 0.37225f, -0.65773f, 0.83653f, 0.62031f, -0.12654f, -0.10826f, -0.44917f, -0.03991f, 0.27649f, 1.60834f, 1.80788f, -0.39049f, -0.45644f, 0.96795f, -0.73501f },
{ -0.51260f, -0.47889f, 1.33547f, 0.57030f, -0.18064f, -0.43449f, -0.94998f, 0.48493f, 1.52022f, -0.38246f, -0.24631f, -0.02195f, -0.07291f, -0.46148f, 0.57329f, -0.81889f },
{ -0.35548f, 0.09797f, 1.20720f, 0.03839f, 0.64818f, 0.49790f, 1.28177f, 0.36701f, -0.69017f, 0.58069f, -0.53396f, -1.18981f, 0.29847f, -0.46329f, -2.00870f, 0.46219f },
{ -0.65158f, 0.04961f, 0.74278f, -1.94956f, 0.81323f, 0.54165f, 2.42616f, 0.98993f, 0.15266f, -1.04077f, 0.43160f, -0.12362f, -0.67127f, -1.54970f, -1.74539f, 0.00899f },
{ -1.22323f, 0.61314f, -0.39427f, -0.52147f, 0.46421f, -0.87819f, -0.11951f, -0.74271f, -0.77088f, 0.65206f, 1.25065f, 0.25164f, -0.66408f, -0.25571f, 0.26390f, 0.41455f },
{ 0.78894f, 0.31664f, -0.73851f, 0.36858f, -0.74891f, -0.82071f, 1.13494f, 0.07943f, 1.08928f, -0.72543f, -1.60462f, 1.16865f, -1.14757f, 0.96772f, -1.38934f, 0.20632f },
{ -1.51979f, 0.32997f, -0.50464f, -1.27778f, 0.03522f, 0.56888f, 0.89445f, 0.77112f, 0.31994f, -0.69057f, 0.21956f, -0.00268f, 0.07049f, 1.08114f, -1.45672f, 0.75002f },
{ 0.41547f, -1.63915f, -1.56175f, -0.86659f, -0.50582f, -1.68604f, 0.42308f, 1.01599f, -1.05050f, 0.66136f, 0.37596f, -0.65247f, -0.05193f, -0.79765f, 2.45017f, -0.45062f },
{ -1.26780f, 0.28617f, 1.04337f, -0.81502f, -0.05208f, 0.57670f, -0.03725f, 0.01940f, -1.24979f, 1.04575f, -0.77908f, 0.38653f, 1.54501f, -1.43005f, -0.30005f, 1.67783f },
{ 0.87661f, -0.85141f, 1.31987f, -1.16017f, 0.11751f, 0.54984f, -1.33613f, -0.87029f, 0.22003f, 0.62041f, 0.73426f, 0.76135f, 1.39629f, -1.13909f, -1.20919f, 1.07489f },
{ 0.81694f, -0.28832f, 0.07817f, 0.53972f, 0.72643f, 2.14973f, 0.41223f, -1.89794f, -1.34807f, -0.02113f, 0.34520f, -1.01583f, 0.22445f, 0.01516f, 0.45631f, -1.09900f },
{ -1.42398f, -0.88837f, 0.53432f, 0.15007f, 1.34840f, -0.13793f, 0.71962f, -0.50789f, 0.61101f, 2.02718f, 0.71306f, -0.23754f, 0.07715f, 0.01797f, 1.23479f, -0.75493f },
{ -0.00563f, -0.52355f, 1.48289f, 0.26311f, -1.32702f, -0.42940f, 0.36575f, -0.15195f, 1.86303f, 0.18717f, -0.18329f, 0.20459f, 0.01740f, -0.87397f, 0.16235f, -1.37310f },
{ 0.51068f, -0.11251f, -0.40453f, 1.60884f, -1.03742f, -0.37971f, -1.45818f, 1.07043f, 0.25968f, 2.22390f, -0.89675f, 2.03261f, -0.27513f, -0.26663f, -0.06189f, 0.21966f },
{ -1.10430f, -0.41018f, 1.91373f, 1.11503f, 0.45023f, 0.96890f, 0.52258f, 0.01840f, -1.01952f, 0.51621f, 1.73207f, 1.87421f, -0.61849f, 0.21581f, 0.36264f, 1.34003f },
{ 0.73539f, -1.56038f, -1.74003f, 1.10146f, -1.21365f, 1.00415f, 0.78635f, 0.99378f, -0.91224f, 0.16681f, -2.07993f, 0.29091f, 0.34806f, 2.68501f, -0.79165f, -1.45001f },
{ 0.36833f, 0.94696f, -1.12375f, 0.30420f, 1.20061f, 0.59115f, -0.11349f, 1.44960f, -0.98244f, -0.58299f, -0.57727f, -1.17456f, -0.96355f, 0.44710f, 1.47629f, 0.13442f },
{ -0.06969f, -0.87016f, 1.96295f, -0.85075f, -0.50737f, -2.07309f, -1.82760f, -0.15267f, -1.72294f, -0.94993f, -1.12737f, 1.23324f, 1.04342f, 0.19489f, 0.36567f, -0.29053f },
{ 0.87339f, 1.07567f, -0.71052f, -0.32322f, 0.65419f, -0.36726f, 0.20295f, 1.38982f, -1.39021f, -0.02656f, -1.23088f, -0.55128f, 0.49705f, 0.99608f, 0.36952f, -0.59564f },
{ -0.06974f, 1.40830f, -1.52334f, 0.10215f, 0.05984f, 0.17675f, -0.94966f, -0.45601f, 0.73516f, 0.39494f, 0.46768f, 1.33761f, -2.02829f, -2.21961f, 0.46083f, 0.56134f },
{ -1.55036f, 0.94970f, -0.39921f, -0.45112f, -1.49802f, -0.25331f, 0.07790f, 1.21523f, -1.22242f, 0.36092f, -0.14464f, -0.32910f, -3.63791f, -0.01633f, -2.17384f, 0.67241f },
{ -0.08104f, 0.40704f, 1.12262f, -0.14802f, -0.00720f, -0.21526f, 0.37291f, 1.53380f, -1.21297f, -1.84821f, -0.46631f, 1.42601f, -0.67497f, 1.48774f, 0.22683f, -0.85286f },
{ -0.40599f, -0.09341f, -0.95455f, 0.42895f, -0.28822f, -0.10761f, 0.89394f, -1.62863f, 1.48789f, -1.66052f, -2.29996f, 0.51962f, -1.76263f, -0.70249f, -1.41196f, -2.32420f },
{ -0.12023f, -0.22102f, 1.68038f, 1.14791f, -1.03754f, 0.18531f, 0.42982f, -0.68634f, 1.14726f, 1.96877f, -0.60852f, 0.98667f, 0.54420f, 0.29664f, 0.45447f, 0.30763f },
{ 0.09623f, 1.18221f, 1.68610f, -0.00777f, -0.70620f, -0.35913f, 0.49037f, 0.02310f, -2.22275f, -0.70201f, -0.38401f, 0.64533f, -0.93799f, 0.65384f, -0.78357f, 0.72868f },
{ 0.78019f, 0.97062f, 1.77770f, -0.33695f, 1.58508f, 0.31036f, 0.59206f, -1.30999f, 0.81444f, -0.05265f, -0.03929f, 0.91958f, 0.65502f, -0.73210f, -1.75730f, -0.20160f },
{ -0.36703f, 1.43803f, -0.65662f, 0.87284f, 0.40654f, 0.75675f, -0.83284f, 1.84374f, 1.08156f, 1.02066f, 0.65290f, 1.98678f, -0.54598f, 0.98159f, 1.58584f, -0.34392f },
{ 1.26566f, 1.40317f, -0.57746f, 0.57250f, 0.32386f, 0.76943f, -0.43725f, -0.30733f, 1.32993f, 0.84843f, -1.65575f, 0.37817f, -1.85474f, -1.43661f, 0.30207f, 0.82867f },
{ -1.13659f, 0.94872f, 1.26760f, -0.25142f, 0.29808f, -0.48744f, -0.13140f, -1.30490f, 0.48582f, 0.72751f, 1.11828f, 1.13205f, 0.32902f, -0.40129f, -1.10919f, 0.66896f },
{ 0.75002f, 0.16965f, 0.66348f, -0.05561f, -1.38896f, 0.44202f, -0.28533f, -0.63875f, -1.33469f, -0.19226f, -0.00348f, -0.25005f, 1.69919f, -1.04964f, 0.30203f, 0.21927f },
{ 0.33991f, 1.17297f, -0.10171f, 0.75309f, -2.01142f, -0.32897f, -0.15570f, 0.77569f, -0.74041f, 0.88287f, 0.17841f, 0.02280f, 1.25094f, 0.63173f, -0.04702f, -1.01089f },
{ 0.91716f, 0.46785f, -0.42150f, 0.37890f, 0.93535f, 1.58342f, 0.09750f, 0.32198f, -1.11127f, -1.35391f, 1.09549f, 1.35664f, -0.33129f, -1.74809f, -0.08356f, -0.36166f },
{ 3.14348f, -0.17101f, 2.18249f, 0.13318f, -0.77701f, 0.01341f, -0.96768f, 0.58151f, 0.76871f, 0.27543f, 1.73245f, -0.58663f, -0.00853f, -1.24498f, -1.04567f, 0.69368f },
{ 0.83778f, 1.12760f, -0.39758f, -1.40661f, -1.56401f, -1.55713f, 0.36904f, -0.52145f, -0.26685f, 0.44802f, -0.54480f, -0.68915f, 0.79148f, 0.68351f, 0.74565f, -0.96106f },
{ -0.32320f, 0.01023f, -0.43078f, 0.49721f, -0.72908f, -0.90803f, -1.10416f, -1.26566f, 0.93442f, 1.16364f, -0.35782f, 1.67202f, -1.06241f, -0.11480f, 0.05527f, -1.17855f },
{ -0.58792f, 0.08414f, -0.53108f, -0.88124f, 0.71324f, 0.32251f, 0.34047f, 0.25137f, -1.55504f, 1.74390f, -0.00288f, -0.51906f, 1.60437f, -0.02679f, -0.36178f, -1.07851f },
{ -2.04097f, 0.33775f, -0.03083f, 0.33688f, 0.54558f, 0.15111f, 0.81644f, -1.55206f, 0.37132f, 0.15661f, 0.46328f, 0.33143f, -1.87618f, -0.09461f, -1.41785f, 0.40618f },
{ 1.45066f, -0.59873f, 1.14652f, 1.59760f, -0.62781f, -1.39136f, 0.43192f, 2.07580f, 0.63239f, -0.72603f, -0.23598f, 1.37442f, 1.11813f, -0.58000f, -0.83921f, 0.69465f },
{ -1.06894f, -0.19628f, 0.61877f, 0.78190f, -0.25464f, 0.69088f, -0.30372f, 0.30025f, -1.34968f, -1.01809f, 1.71270f, -1.28576f, -0.61944f, -0.83640f, -1.04135f, 0.05001f },
{ -2.09206f, 1.39394f, 1.55311f, 0.28163f, 0.05057f, 1.48399f, 0.61478f, 0.26907f, -1.27463f, 0.11410f, -0.56460f, -2.24696f, 0.21182f, -1.51874f, 0.24667f, -1.11880f },
{ -0.12070f, -0.83144f, -0.22548f, -1.25221f, -0.45203f, -0.11701f, 1.48292f, -0.36494f, 0.23659f, 0.95837f, -0.80842f, 1.65650f, -1.88201f, 0.62919f, 1.29659f, 0.64838f },
{ 0.20735f, 1.87472f, 0.13353f, 0.17549f, -0.07837f, 1.44308f, 0.76905f, 0.83210f, -0.11579f, -0.46470f, -0.83988f, 1.01116f, 0.18088f, 0.50219f, 0.32097f, -0.48403f },
{ 1.57030f, 1.00765f, -0.01582f, -0.04623f, 0.02293f, -0.41769f, -1.48873f, -0.93210f, 0.17991f, 1.23251f, -1.59888f, -0.21774f, -0.99136f, 0.62630f, -0.23050f, -1.19470f },
{ -1.38995f, 0.28689f, 0.70304f, 0.41986f, -0.88031f, -0.19827f, -0.77247f, -1.63258f, 1.10744f, 1.06535f, 1.65066f, 0.16872f, -1.09566f, -0.02785f, 1.62010f, -1.20303f },
{ 0.12372f, -0.28224f, -0.38806f, -1.10635f, 0.31043f, 2.02432f, -1.49120f, -1.24238f, -1.44113f, -0.50640f, 0.87974f, -0.28040f, 1.02689f, 1.13045f, -0.70536f, -0.45809f },
{ 0.80031f, -0.15760f, 1.14286f, -0.03276f, 1.26865f, -1.01340f, -0.52503f, -1.49633f, 0.64415f, -0.26025f, -0.77708f, -0.66801f, 2.29426f, 0.17786f, -0.43354f, 0.87219f },
{ 0.74596f, -0.41370f, 2.03129f, -0.84739f, 0.21455f, 1.10277f, -2.02210f, -0.27239f, -0.90805f, 0.54335f, -0.76466f, -0.62270f, 2.00498f, 0.11637f, 0.90686f, -0.38143f },
{ 0.75843f, -0.17048f, 0.31262f, 0.78755f, 3.13848f, 0.46262f, 0.33838f, 1.27764f, 0.32649f, 1.24569f, 3.31021f, -0.98586f, -0.21752f, -0.36261f, -0.63895f, -1.06159f },
{ 1.53495f, -0.27456f, -0.00642f, 0.62350f, -3.34780f, -0.21365f, -0.54251f, 0.82445f, 2.06607f, -0.76827f, -1.57914f, 0.82723f, 0.09292f, -1.33871f, -0.47492f, 0.42223f },
{ -0.36155f, -1.61719f, -0.41484f, 2.13206f, -2.20777f, -0.33898f, -1.40526f, 0.36555f, -1.23695f, 0.12364f, -1.36212f, -0.87896f, -0.12306f, 1.80600f, 0.16866f, 0.54309f },
{ 0.72273f, -1.48337f, 0.55590f, 0.06232f, 0.47578f, 0.38577f, 0.01670f, 0.96767f, -0.89946f, -1.15610f, -0.08758f, -1.01934f, -0.95945f, -1.54835f, 1.00477f, 0.13784f },
{ -0.23103f, -1.24493f, 0.52903f, -0.97376f, -1.13016f, -1.01143f, 0.65098f, 0.01534f, -0.89483f, -0.14197f, 1.64720f, 0.80442f, 0.94474f, -0.07558f, 1.31327f, 1.87122f },
{ 1.35769f, 0.20347f, 0.89665f, -0.03911f, 0.43739f, 0.01506f, 0.55602f, 0.32807f, 1.21638f, -0.54692f, -0.04471f, 1.06147f, -0.50467f, -1.43642f, 1.25229f, 0.35113f },
{ 1.46877f, 1.08631f, 1.21940f, 0.67128f, -1.97951f, 0.04825f, 0.48511f, 0.73571f, 0.41888f, 0.52968f, -0.12338f, -0.25254f, 0.47435f, -1.47336f, -0.27677f, 0.12226f },
{ 0.61839f, 0.10393f, -1.33111f, 0.32992f, -0.58934f, 0.71746f, 0.97713f, 1.21797f, 0.36512f, -0.14077f, -0.99249f, -1.39053f, -1.73710f, 1.25689f, -0.51041f, -0.79091f },
{ 1.58960f, 0.12969f, 1.16130f, 1.92537f, -1.70321f, -1.18892f, 0.53779f, -0.47306f, -1.55054f, 1.44491f, 0.24886f, 0.37510f, -0.32235f, 1.98235f, -0.97647f, -2.44604f },
{ -0.99831f, 0.84071f, -0.77302f, 0.57677f, -1.25202f, -0.78882f, -0.60358f, 0.16250f, 0.79826f, 1.98637f, -0.00960f, 0.28895f, 1.52532f, 0.18260f, -0.75516f, -2.58776f },
{ -0.05514f, -0.90798f, -2.00985f, 1.29698f, -0.40701f, -0.13680f, -0.70895f, 0.09123f, -1.70810f, 0.61587f, -1.51517f, -0.26427f, -0.28087f, 1.39898f, 0.13646f, -0.88798f },
{ -1.59382f, 0.48098f, 1.48228f, -0.19633f, -1.57493f, 0.23838f, 0.67481f, 0.23182f, -0.59606f, 0.28536f, -1.03076f, 0.56602f, -1.18894f, -0.88370f, -1.16599f, 0.20148f },
{ 0.25937f, -0.06731f, 0.28012f, -0.79624f, 0.67626f, 0.06471f, -0.41074f, 0.24318f, 2.07931f, -0.08497f, 0.20745f, 1.27184f, -0.21028f, -0.58481f, -1.13986f, -0.93987f },
{ -1.16337f, -1.45861f, -1.46809f, 0.61696f, -0.48080f, -0.28035f, -0.27617f, -0.78199f, 0.09609f, -0.05232f, 1.28661f, 1.59529f, 0.68184f, -2.33049f, -0.84351f, -0.93876f },
{ -0.57829f, -1.06284f, -0.63357f, 0.64928f, 0.55582f, -1.47388f, -1.76495f, -0.28528f, -0.30649f, -0.23684f, -0.53661f, 0.52989f, 0.44653f, 0.67382f, 0.57502f, -0.96464f },
{ 0.35469f, 0.51584f, -0.21626f, 0.72782f, 0.42998f, 1.32278f, 0.72209f, -0.92099f, 0.03386f, -1.09047f, -0.65367f, -0.26157f, -0.92235f, 1.23408f, -0.04590f, -1.09221f },
{ -1.01655f, 0.62621f, 3.56591f, 0.04982f, 0.94412f, 0.04320f, -0.42273f, 0.71826f, 0.40857f, -0.01931f, 1.49019f, 0.80355f, -1.14364f, 0.77562f, 0.41121f, 0.07319f },
{ -0.36792f, 0.86294f, -0.90539f, -1.04806f, 0.65811f, 2.50024f, 0.50977f, -0.16474f, 0.01354f, -0.01435f, -0.95082f, 0.03661f, -0.21361f, 0.42750f, -0.10638f, -0.91202f },
{ -0.82759f, 0.27672f, -0.00552f, -0.91500f, -1.13723f, -0.25463f, 0.11163f, 0.20026f, -1.40470f, -0.05022f, -0.35967f, 0.38944f, 0.13213f, -2.65743f, 0.60115f, -0.71355f },
{ -0.46733f, -0.08355f, -0.21666f, 0.05013f, 1.17690f, -0.46903f, -1.49680f, -0.20136f, 0.10603f, 0.56064f, 1.40345f, -1.25820f, -0.60229f, 1.84172f, -0.98372f, -0.14124f },
{ -2.16715f, 0.49556f, 0.02709f, 2.23255f, -1.52528f, -0.46910f, 0.40457f, 0.25691f, -0.86108f, -0.07730f, -0.93079f, 1.28440f, -0.93410f, 0.80722f, 1.45194f, -0.18054f },
{ -1.13623f, -0.13095f, 0.03519f, -2.35425f, 0.04976f, 0.86604f, 0.13210f, -0.87886f, -0.24117f, 0.91435f, 0.92009f, 0.09259f, -0.00734f, -1.11359f, -0.37810f, 1.31234f },
{ -1.73252f, 0.49714f, -0.66790f, 0.10719f, 0.13737f, 0.89573f, -0.42383f, 0.60294f, -1.23582f, -0.07545f, -0.51748f, 1.59124f, 1.14833f, -0.56929f, 0.65351f, 0.08534f },
{ -0.10417f, 0.17072f, 1.66092f, 0.69022f, 0.36628f, -0.39143f, -0.35512f, -0.93649f, -0.92254f, 0.99970f, -0.06001f, -0.27288f, -0.71543f, -0.12177f, -0.30928f, 0.81339f },
{ 1.07115f, -0.51756f, 1.08314f, -0.43746f, -0.52408f, -1.50906f, 0.38627f, -0.40622f, -0.73505f, 0.59101f, 1.19267f, -0.83018f, 0.18500f, -0.07643f, 1.46557f, 1.96764f },
{ 0.06838f, -0.52648f, 0.21262f, -0.49334f, -0.09932f, -1.36621f, 0.80529f, 0.55301f, 1.46080f, -0.44872f, 0.40625f, -0.85817f, -0.65572f, -1.81953f, 0.19236f, -1.02187f },
{ 0.11055f, -0.70761f, 0.00090f, 1.99562f, -0.51337f, 1.00219f, -1.11409f, 0.01824f, -0.97401f, -0.99363f, -1.73006f, 0.43963f, -0.38997f, -1.26471f, 1.60226f, 0.68833f },
{ 0.89246f, -0.50660f, -0.72198f, 1.20926f, 0.62434f, -1.35420f, -0.19865f, 0.27079f, -0.11181f, -0.55681f, 0.60654f, 0.56522f, 1.40764f, 0.76698f, 1.26601f, -0.72539f },
{ 0.91901f, -1.18359f, 0.58943f, -0.75701f, -0.37742f, 1.86611f, 0.44696f, 0.36262f, 0.38015f, -1.55363f, 0.09044f, 1.84106f, 1.42372f, 0.96076f, -0.06978f, 2.00337f },
{ 0.84432f, -0.06652f, 0.48599f, -0.35733f, -0.72336f, -0.84010f, -1.52339f, -0.61922f, 1.90004f, 0.68151f, -0.02953f, -0.76748f, 1.04664f, -0.46567f, 0.50325f, 1.13478f },
{ 0.08042f, -1.66205f, -1.51152f, 0.71628f, 0.50706f, -1.91616f, 0.14817f, 1.04824f, -1.45444f, 0.24657f, -0.80440f, 0.58812f, 1.73699f, -0.29484f, 0.24430f, 0.69170f },
{ -0.97297f, 0.12347f, -1.85476f, 1.95336f, 1.26941f, 0.88110f, 0.39409f, -1.48949f, 0.31226f, 0.16892f, -0.99230f, -0.21638f, -0.29057f, 0.28850f, -0.32214f, 1.03270f },
{ -0.89860f, 0.62480f, -0.86296f, 1.24612f, 0.32833f, 1.36682f, 0.95144f, 0.76412f, 0.67982f, -1.31648f, 0.25359f, 0.71385f, -0.60594f, -0.49925f, 1.72655f, 0.23081f },
{ -0.91472f, 0.40211f, 2.04848f, -0.13946f, 0.61557f, -1.06769f, 1.69248f, -1.40814f, -0.62810f, -0.17390f, -0.14729f, 0.89279f, 1.39469f, -0.50595f, -0.53038f, 0.33432f },
{ 1.18728f, -2.04538f, -0.66832f, -2.55674f, -1.10136f, -1.79263f, -0.13155f, -0.03368f, 1.14721f, 0.24332f, -0.84448f, -2.54934f, -0.12441f, -1.19264f, 0.27647f, -0.15597f },
{ 0.22139f, -0.02951f, 0.60310f, 0.72574f, -0.02483f, -0.33913f, 0.09370f, 0.80480f, 0.03896f, 0.08382f, 1.44827f, 2.02105f, 0.96263f, -1.17419f, -0.18889f, 0.09605f },
{ 0.23340f, -0.84495f, -0.99533f, 1.54949f, -0.03845f, 0.37056f, -0.01580f, -0.41604f, 0.68430f, -1.21233f, -1.26093f, -2.34238f, -1.87014f, -0.15440f, 2.32913f, -1.74581f },
{ 0.64561f, -0.62160f, -0.34223f, 0.36702f, -0.14131f, -3.43758f, 2.45129f, -0.48117f, -0.03851f, 0.36790f, 2.50002f, 0.88892f, 0.32942f, 0.34522f, -0.19590f, -0.77091f },
{ -0.46103f, 0.62278f, -0.41060f, 0.40762f, 1.63425f, -0.54863f, -0.54722f, 0.39036f, -0.51293f, 2.58753f, -0.84490f, -1.44303f, 0.18125f, 1.56525f, -1.55583f, -0.79688f },
{ -0.54111f, -0.57728f, -0.10159f, -0.49891f, -1.84579f, -0.42687f, -1.81741f, 0.76118f, -0.90439f, -0.47240f, 1.35805f, -0.81260f, 0.85797f, 1.57236f, 0.46576f, 0.84894f },
{ -1.08296f, -0.95169f, 0.27114f, 0.33089f, 0.76799f, 0.38525f, 0.13537f, 1.87007f, -0.39752f, -0.81595f, 0.69035f, 0.84686f, -2.10205f, 0.60360f, -1.44950f, -0.88624f },
{ 1.45843f, -0.06762f, -0.77636f, -0.52354f, -0.36205f, 1.20140f, 0.93133f, 0.95037f, 0.63391f, 1.26109f, -0.54040f, 1.04964f, 0.16731f, -0.83902f, -0.11894f, 0.43477f },
{ 1.13652f, 0.47056f, 0.67456f, 1.54049f, 0.28361f, -0.33504f, -0.83661f, 0.20327f, 0.99325f, -0.80260f, 0.95641f, 0.21472f, -2.64992f, 0.36680f, -0.12396f, -0.90807f },
{ -0.61515f, 0.64913f, -0.68858f, 0.20463f, 0.09799f, -0.66847f, -0.17545f, 0.40891f, -0.29888f, 0.90560f, 0.16078f, -1.68054f, -0.42454f, -2.87557f, -1.05738f, -0.17375f },
{ 0.18322f, 0.58010f, -0.86265f, 0.04572f, -1.29629f, 0.36997f, -1.06789f, 0.72120f, -1.38302f, 1.18811f, 0.52462f, -0.44774f, -0.21679f, -0.21045f, 2.12968f, -1.12091f },
{ -0.94763f, 1.01704f, -2.20663f, 1.73901f, 0.72316f, -0.76579f, 1.26792f, 0.70110f, -0.57583f, -0.14406f, -0.32227f, 0.18585f, -0.34438f, 0.39089f, -0.41416f, -1.12553f },
{ -0.63564f, 0.72667f, -0.68149f, -0.33431f, 0.23757f, 0.53847f, -0.99309f, -1.69904f, -0.15026f, 0.82870f, 0.76335f, 0.40745f, 1.88903f, 2.00390f, -0.12297f, -0.01684f },
{ -1.58064f, -0.24097f, -2.28787f, -1.56765f, 0.24883f, 0.09811f, 0.31779f, 1.09737f, -0.67183f, -1.29790f, 0.67571f, -2.09151f, 2.85993f, 0.09199f, 0.05227f, -0.05750f },
{ 0.85478f, 1.53676f, 0.96605f, 0.50331f, 1.29358f, -0.36219f, 0.93282f, -0.31711f, 2.18937f, -0.46549f, 0.01107f, 0.84537f, 1.19212f, 0.85598f, -1.19243f, 0.29285f },
{ -0.36687f, 0.20365f, -1.87121f, 0.01605f, 1.28604f, -0.47228f, 2.27532f, -0.34239f, 0.23180f, -0.50884f, -0.53265f, -0.95841f, -1.83450f, -0.75859f, 2.05410f, 1.86862f },
{ -0.48019f, -0.72322f, -0.18184f, 0.38445f, 0.75281f, -1.45981f, 0.89762f, 1.52514f, 1.51103f, 0.54519f, 1.88016f, 0.45230f, -0.37700f, -0.19228f, -0.74580f, 1.66893f },
{ -1.39160f, 0.74412f, 0.61465f, -1.45286f, -0.08298f, -1.72104f, -0.47481f, 0.42279f, 0.57208f, 1.85878f, 0.09125f, -1.76836f, 0.25094f, 0.58878f, -0.90504f, 1.12274f },
{ 1.48215f, -0.47132f, 0.22055f, -0.00617f, 0.06234f, 0.03929f, 0.30859f, -0.15345f, -0.07821f, 1.19585f, 0.14378f, 0.63312f, 0.49925f, -0.01507f, -2.06431f, 0.29679f },
{ 0.62055f, 1.03501f, -0.63941f, -1.15957f, -0.07335f, 0.42565f, 0.23474f, -0.53368f, -0.74041f, -0.04672f, -0.34600f, -0.43533f, -1.39855f, -0.42299f, 1.11577f, -1.40948f },
{ 0.77884f, 0.93620f, 1.30500f, -0.54070f, 0.00944f, -0.18461f, 0.13723f, -0.23024f, -0.76283f, -0.00645f, -0.88734f, -1.09417f, -2.52287f, -0.08021f, 1.36704f, -0.77809f },
{ 0.67735f, -1.88495f, -0.06273f, 0.08000f, 0.74470f, 0.85935f, -0.80211f, 0.64867f, 0.21256f, -1.03561f, 0.49559f, -1.26779f, -1.14416f, 1.55582f, -1.10286f, 1.20218f },
{ -2.22296f, 2.17767f, 0.51178f, 0.41437f, -2.68439f, 0.76816f, 0.14978f, 0.55628f, 0.61768f, 1.05602f, -0.44432f, -0.62142f, 1.07481f, -0.22603f, -0.66326f, -1.40462f },
{ 0.64402f, 0.02731f, 0.48082f, -0.31139f, 1.54352f, -0.42404f, -0.63779f, 0.84412f, -1.70705f, 1.14560f, 0.36832f, -0.33976f, -0.61296f, -0.99284f, 0.12178f, 0.22083f },
